student_id,age,gender,socioeconomic_status,parental_education_level,family_background,first_generation_student,gpa,previous_academic_performance,subject_failure_count,credits_completed,course_load,scholarship_status,attendance_rate,class_participation_score,assignment_submission_rate,quiz_completion_rate,time_spent_on_learning_platform,login_frequency,engagement_score,learning_style,motivation_level,peer_interaction_score,counseling_sessions_attended,stress_level,dropout_status
S4505,18,Male,Low,None,Nuclear,No,3.97,Medium,2,115,6,Yes,62,9,37,74,2.7,18,7,Kinesthetic,1,5,0,Low,0
S4506,23,Female,Medium,Secondary,Nuclear,No,1.7,Medium,0,109,6,No,54,2,74,56,18.0,11,9,Visual,2,7,0,Medium,1
S4507,21,Male,Low,Graduate,Joint,No,2.54,Low,4,111,3,No,75,7,92,97,1.5,8,2,Auditory,2,7,4,Low,0
S4508,25,Female,Low,Graduate,Single Parent,No,1.78,High,3,85,3,No,71,5,36,43,15.6,5,6,Auditory,5,2,4,Medium,0
S4509,21,Male,Low,Graduate,Joint,No,3.06,Medium,3,72,6,No,60,10,71,71,15.6,13,8,Visual,2,9,5,Medium,0
S4510,21,Male,Medium,None,Nuclear,Yes,3.94,Medium,0,105,3,No,64,4,70,99,17.7,5,7,Visual,2,2,2,Medium,0
S4511,23,Male,Medium,Secondary,Nuclear,No,1.68,Medium,0,33,5,No,71,10,38,39,19.4,5,6,Kinesthetic,1,1,3,Low,0
S4512,18,Female,Medium,Secondary,Joint,Yes,2.34,Medium,2,44,6,No,65,8,85,79,16.5,17,7,Visual,1,0,2,Medium,0
S4513,18,Female,Medium,Primary,Nuclear,Yes,3.3,Low,0,101,4,Yes,78,3,66,33,14.2,12,9,Mixed,5,10,1,Low,0
S4514,17,Female,Medium,Secondary,Nuclear,Yes,2.2,Low,4,93,3,No,66,9,91,70,17.5,14,1,Kinesthetic,3,8,1,High,0
S4515,21,Female,Low,Graduate,Nuclear,No,3.58,Low,0,50,7,No,96,8,70,30,9.1,5,1,Auditory,3,8,0,Low,0
S4516,23,Female,Medium,Secondary,Single Parent,Yes,3.47,Medium,5,80,4,No,98,2,51,51,10.3,3,6,Visual,1,5,1,Medium,0
S4517,24,Female,Medium,Primary,Nuclear,Yes,1.62,High,3,35,7,No,57,0,80,60,4.4,28,8,Mixed,2,6,5,Low,1
S4518,19,Male,Low,Primary,Joint,No,2.93,Low,2,35,5,No,95,2,88,69,20.0,28,3,Visual,3,1,3,Low,0
S4519,23,Male,Low,Graduate,Nuclear,Yes,2.02,Medium,1,55,3,Yes,83,5,96,35,13.5,8,3,Visual,2,4,0,Medium,0
S4520,21,Male,Medium,Primary,Nuclear,No,2.18,Medium,0,64,5,Yes,95,1,30,51,3.4,9,1,Kinesthetic,1,7,5,Low,0
S4521,24,Male,High,Primary,Nuclear,Yes,1.8,Low,1,118,5,No,63,8,52,23,10.4,24,5,Mixed,3,9,1,Low,0
S4522,21,Other,High,Primary,Nuclear,No,3.07,Medium,5,88,3,No,70,2,38,62,20.0,2,3,Visual,2,5,4,High,0
S4523,22,Female,High,Graduate,Nuclear,No,2.2,Medium,2,93,4,No,64,7,78,22,9.6,19,2,Auditory,2,2,3,Medium,0
S4524,17,Male,Low,Primary,Nuclear,No,1.61,Medium,5,34,6,Yes,72,5,37,41,6.8,23,7,Auditory,2,6,5,Low,0
S4525,19,Male,Medium,Graduate,Joint,No,2.23,Medium,5,82,3,Yes,67,3,46,67,10.0,1,4,Kinesthetic,4,3,3,High,0
S4526,21,Male,Medium,Primary,Nuclear,Yes,3.65,Low,2,32,7,Yes,58,1,38,35,6.8,27,7,Visual,2,5,4,Medium,0
S4527,25,Male,Low,Graduate,Nuclear,Yes,2.65,Medium,5,82,3,No,93,8,33,70,13.7,24,5,Visual,3,5,5,Medium,0
S4528,21,Female,Low,Secondary,Nuclear,Yes,3.1,Low,0,111,4,Yes,44,4,72,32,13.3,26,10,Auditory,4,9,0,High,1
S4529,22,Female,Low,Graduate,Nuclear,No,2.25,High,3,21,7,No,63,2,60,53,8.3,28,9,Mixed,4,9,5,High,0
S4530,24,Female,Low,Primary,Nuclear,Yes,1.95,Medium,1,26,5,No,41,8,35,76,9.9,20,7,Kinesthetic,2,1,1,Medium,1
S4531,22,Female,Low,Primary,Single Parent,No,2.45,Medium,1,77,5,No,58,3,63,99,10.7,9,10,Visual,3,5,2,Medium,0
S4532,24,Male,Low,Graduate,Nuclear,No,2.89,High,0,59,6,No,77,9,79,74,9.9,7,2,Kinesthetic,5,8,4,Medium,0
S4533,23,Male,High,Secondary,Single Parent,Yes,2.62,Medium,0,103,4,Yes,71,9,93,21,14.2,15,2,Visual,4,4,3,Low,0
S4534,21,Female,Medium,None,Nuclear,Yes,1.71,Medium,2,98,6,No,87,3,98,31,3.9,10,3,Mixed,3,10,3,Medium,1
S4535,24,Male,High,Postgraduate,Nuclear,No,1.75,High,5,24,7,No,99,5,46,79,16.3,10,9,Visual,2,8,5,Medium,0
S4536,22,Male,Medium,Graduate,Nuclear,No,1.74,Medium,0,51,7,No,55,2,41,98,9.1,3,10,Mixed,3,3,0,Medium,1
S4537,22,Female,Medium,Secondary,Nuclear,No,2.97,Medium,5,51,5,No,86,6,72,41,1.2,18,1,Auditory,2,4,3,Medium,0
S4538,19,Female,Low,Secondary,Nuclear,Yes,1.98,Medium,2,118,7,No,51,10,43,70,19.9,2,9,Visual,2,0,3,Low,1
S4539,20,Male,High,Postgraduate,Nuclear,Yes,3.19,Medium,2,88,4,No,50,3,46,30,19.7,22,1,Visual,5,4,1,Medium,1
S4540,19,Male,Medium,Graduate,Single Parent,No,2.77,Low,3,114,3,No,64,4,95,35,11.3,2,8,Visual,2,1,5,High,0
S4541,21,Male,Medium,Postgraduate,Nuclear,No,1.57,Medium,1,51,6,Yes,86,0,81,58,7.7,10,2,Mixed,3,9,2,High,1
S4542,17,Female,Low,None,Nuclear,Yes,3.03,Low,5,76,4,Yes,57,2,33,67,9.1,17,10,Auditory,2,4,5,Medium,0
S4543,21,Male,Low,Secondary,Joint,No,2.67,Medium,1,112,5,Yes,92,8,86,91,14.3,28,4,Kinesthetic,4,5,2,Medium,0
S4544,19,Female,High,Secondary,Nuclear,No,3.67,Medium,5,106,7,No,89,7,100,52,17.1,8,3,Mixed,2,9,5,Medium,0
S4545,23,Male,Low,None,Single Parent,Yes,1.76,Low,4,28,4,Yes,96,3,42,58,17.9,2,1,Kinesthetic,1,0,2,High,1
S4546,20,Male,Low,Primary,Nuclear,No,2.55,Medium,3,118,4,Yes,72,8,49,63,6.3,11,5,Kinesthetic,4,0,1,Low,0
S4547,17,Male,Low,Secondary,Nuclear,No,2.77,Low,2,61,3,No,43,4,82,74,2.3,25,7,Mixed,1,7,4,High,1
S4548,25,Female,Low,Secondary,Single Parent,No,2.35,Low,1,117,3,No,73,3,37,93,1.0,12,3,Mixed,5,8,5,Medium,0
S4549,23,Male,Low,Postgraduate,Guardian,No,2.98,Medium,0,96,5,No,99,8,99,54,8.3,14,10,Mixed,2,8,3,High,0
S4550,18,Female,Medium,Secondary,Nuclear,Yes,3.62,High,1,112,5,No,42,8,53,94,5.2,29,5,Visual,4,10,3,Medium,0
S4551,25,Male,Medium,Primary,Guardian,Yes,2.21,Medium,3,111,6,Yes,88,1,83,29,9.5,22,9,Visual,3,2,4,Medium,0
S4552,18,Female,Low,None,Single Parent,Yes,2.66,Low,4,63,6,No,59,8,71,90,17.6,11,6,Auditory,5,3,4,Medium,0
S4553,19,Female,Low,Primary,Nuclear,Yes,1.84,Low,5,95,7,No,93,8,30,93,9.3,12,8,Auditory,2,10,4,Medium,0
S4554,21,Other,Low,Graduate,Nuclear,No,3.9,Low,5,37,5,No,72,7,78,74,9.9,27,7,Kinesthetic,1,3,4,Low,0
S4555,20,Female,High,Graduate,Nuclear,No,1.86,Medium,2,88,3,No,96,5,74,59,13.3,23,8,Visual,1,9,4,Low,0
S4556,19,Female,Medium,Postgraduate,Nuclear,No,3.23,Low,1,36,4,No,52,9,53,22,17.7,15,8,Visual,5,6,1,Medium,0
S4557,19,Male,Low,None,Nuclear,No,3.65,High,4,109,3,No,84,1,81,51,17.0,3,10,Visual,2,1,0,Medium,0
S4558,21,Male,Medium,Secondary,Nuclear,Yes,2.65,Low,2,68,6,No,72,3,84,100,10.0,23,10,Mixed,1,1,4,Low,0
S4559,20,Male,Low,Postgraduate,Joint,No,2.41,Medium,3,81,5,No,41,8,38,89,19.3,25,8,Mixed,5,8,0,Medium,0
S4560,21,Male,Low,Graduate,Joint,No,3.22,Medium,4,22,4,No,79,2,59,66,7.2,2,9,Auditory,4,9,2,High,0
S4561,21,Male,Medium,Secondary,Nuclear,No,2.75,Low,2,109,3,No,89,4,68,59,14.8,14,2,Kinesthetic,1,4,0,Low,0
S4562,19,Male,Low,Postgraduate,Nuclear,No,2.43,High,1,59,3,No,83,4,52,61,19.9,15,10,Auditory,3,4,5,Medium,0
S4563,18,Male,Medium,Primary,Nuclear,Yes,3.76,High,3,49,4,No,59,9,43,66,6.1,29,1,Visual,1,10,2,Medium,1
S4564,24,Male,High,Secondary,Joint,No,2.53,Low,0,72,5,No,86,9,65,87,4.4,14,1,Visual,4,6,1,Medium,0
S4565,25,Female,Medium,Graduate,Nuclear,No,2.84,Medium,0,99,4,No,42,7,63,24,3.6,25,4,Mixed,3,4,4,High,1
S4566,20,Female,Low,Primary,Guardian,No,2.07,Medium,3,26,5,No,96,10,49,43,20.0,17,8,Mixed,4,7,4,Medium,0
S4567,20,Male,Low,Graduate,Joint,No,1.97,Medium,5,73,7,Yes,61,2,70,71,13.1,4,8,Visual,5,4,4,Low,0
S4568,19,Male,Medium,Secondary,Nuclear,No,2.44,Medium,0,28,7,Yes,59,10,95,59,11.5,21,6,Auditory,5,7,2,Low,0
S4569,22,Other,Medium,Secondary,Single Parent,No,2.13,Low,4,108,7,No,43,10,89,83,5.0,23,9,Kinesthetic,3,8,4,Low,0
S4570,22,Female,Medium,None,Nuclear,No,2.89,Medium,5,69,6,No,72,2,33,31,1.6,4,8,Kinesthetic,1,5,1,Low,0
S4571,21,Female,Medium,Primary,Nuclear,No,2.43,Low,5,81,4,Yes,41,4,91,69,2.1,20,9,Auditory,2,9,1,Medium,0
S4572,25,Female,Medium,Graduate,Nuclear,No,1.69,High,2,81,6,No,72,2,76,33,6.0,9,7,Mixed,5,6,1,High,1
S4573,18,Male,Low,Secondary,Nuclear,No,2.65,Medium,1,37,3,No,86,8,32,63,7.7,13,8,Kinesthetic,2,9,2,Medium,0
S4574,24,Male,Medium,Secondary,Single Parent,No,1.92,Medium,2,45,7,Yes,85,3,53,49,16.9,9,9,Visual,1,10,3,Medium,0
S4575,20,Male,Low,None,Joint,No,3.4,Medium,5,64,5,No,76,9,91,65,1.2,5,5,Kinesthetic,1,1,4,Low,0
S4576,21,Female,Low,Graduate,Nuclear,Yes,3.5,Medium,1,46,3,No,65,4,54,33,18.6,10,7,Kinesthetic,3,7,1,Medium,0
S4577,21,Male,Low,Primary,Nuclear,No,2.65,Low,1,95,6,No,73,4,74,66,2.8,25,6,Visual,5,9,4,High,0
S4578,19,Female,Medium,Primary,Single Parent,Yes,1.58,Medium,2,37,7,No,51,10,87,31,14.8,15,6,Visual,5,3,3,High,1
S4579,20,Male,Medium,Secondary,Single Parent,No,3.55,Medium,3,77,6,No,97,9,81,44,8.6,9,5,Kinesthetic,3,9,4,Medium,0
S4580,18,Male,Medium,Primary,Joint,No,1.54,Medium,5,62,7,No,56,6,83,50,2.0,6,5,Visual,5,9,2,High,1
S4581,20,Male,High,Postgraduate,Nuclear,No,2.42,Low,2,61,3,No,47,0,81,31,4.0,25,9,Auditory,4,2,0,Low,0
S4582,25,Female,Low,Secondary,Guardian,Yes,2.35,Medium,3,29,3,Yes,53,0,79,54,14.8,1,8,Mixed,3,0,1,Medium,0
S4583,21,Male,Medium,Secondary,Nuclear,No,1.52,Medium,4,64,4,No,63,1,82,67,7.9,18,10,Mixed,3,3,3,Low,0
S4584,18,Male,Low,Graduate,Joint,No,2.3,Medium,5,89,3,No,90,5,71,59,11.1,23,7,Mixed,2,5,5,Medium,0
S4585,17,Male,Medium,Primary,Nuclear,No,2.66,Low,1,88,6,No,93,1,85,20,9.6,15,3,Kinesthetic,3,9,1,Low,0
S4586,18,Female,Medium,Primary,Joint,No,1.56,Medium,1,80,6,Yes,76,8,91,77,17.6,13,1,Visual,5,8,0,Low,1
S4587,19,Female,Medium,Graduate,Guardian,No,3.41,Low,5,96,6,No,78,10,34,31,9.4,5,7,Kinesthetic,4,9,1,Medium,0
S4588,19,Female,High,Graduate,Joint,Yes,2.47,Medium,0,106,6,Yes,99,10,79,95,10.9,25,3,Visual,1,8,2,High,0
S4589,25,Female,Low,Primary,Nuclear,Yes,2.33,High,3,60,7,No,94,5,54,81,19.2,26,3,Visual,5,5,1,Medium,0
S4590,22,Male,Medium,Primary,Nuclear,No,3.54,Medium,2,90,5,No,82,7,47,25,9.6,4,2,Kinesthetic,4,6,3,High,0
S4591,25,Male,Medium,Graduate,Nuclear,No,2.03,Medium,2,98,6,No,92,2,59,99,2.0,19,2,Mixed,5,10,2,Low,0
S4592,21,Female,Low,Primary,Joint,No,2.45,Medium,2,88,5,Yes,97,10,69,68,15.9,23,8,Visual,4,6,4,Medium,0
S4593,21,Male,Medium,Graduate,Joint,Yes,3.41,Low,4,52,7,No,92,3,66,91,19.5,17,2,Mixed,5,9,1,Medium,0
S4594,25,Female,High,None,Nuclear,No,2.61,Low,1,21,7,No,74,2,67,49,13.4,17,9,Mixed,5,4,2,Medium,0
S4595,19,Female,Low,Secondary,Nuclear,Yes,1.86,Medium,3,64,3,No,50,3,33,66,9.6,28,8,Auditory,4,2,1,Low,1
S4596,23,Female,Medium,Secondary,Nuclear,Yes,3.03,Low,1,40,6,No,75,0,38,56,12.8,5,8,Kinesthetic,1,3,4,Medium,0
S4597,17,Female,Low,Graduate,Nuclear,No,1.73,High,0,45,6,No,44,8,76,35,2.1,10,6,Auditory,5,8,0,Medium,1
S4598,18,Female,Low,Postgraduate,Single Parent,No,3.28,Medium,5,69,7,No,92,4,72,82,16.5,5,4,Auditory,2,0,0,Low,0
S4599,19,Female,High,Primary,Nuclear,Yes,2.64,Low,4,65,6,No,43,6,37,26,9.6,17,10,Auditory,4,10,0,High,1
S4600,18,Female,High,Primary,Joint,No,3.08,Medium,1,82,4,Yes,55,6,48,85,2.3,17,2,Visual,1,1,1,Medium,1
S4601,22,Male,High,Secondary,Nuclear,Yes,2.13,Low,3,21,7,No,89,10,56,34,12.8,5,2,Auditory,4,0,4,Medium,0
S4602,17,Other,Low,Secondary,Nuclear,No,2.31,Low,4,97,3,Yes,90,9,58,90,16.9,17,3,Auditory,3,2,4,Low,0
S4603,24,Male,Low,Graduate,Nuclear,No,2.11,Medium,0,23,7,No,78,5,31,40,8.8,15,4,Visual,1,7,0,Medium,0
S4604,20,Male,Medium,Secondary,Nuclear,Yes,1.9,Low,2,101,3,Yes,96,10,65,71,5.7,28,10,Kinesthetic,3,1,3,High,1
S4605,20,Male,Low,Graduate,Nuclear,No,2.98,High,2,20,4,No,82,1,32,63,19.0,2,9,Visual,1,4,1,Medium,0
S4606,17,Female,Medium,Postgraduate,Nuclear,Yes,1.77,Medium,1,97,3,No,42,0,78,23,8.5,15,9,Kinesthetic,1,1,1,Medium,1
S4607,23,Other,Low,Secondary,Guardian,Yes,2.3,Low,4,94,6,Yes,71,0,71,97,3.2,20,7,Visual,3,3,4,Low,0
S4608,17,Male,Low,Secondary,Joint,Yes,3.29,Low,4,91,6,No,47,10,53,81,10.8,14,4,Mixed,2,9,5,Medium,0
S4609,24,Male,High,Graduate,Nuclear,Yes,3.41,Medium,0,37,3,No,74,1,85,71,2.8,7,7,Visual,2,3,0,Medium,0
S4610,18,Male,Medium,None,Nuclear,Yes,3.65,High,0,119,5,Yes,58,7,89,67,14.7,6,6,Mixed,2,6,5,Medium,0
S4611,24,Female,High,Primary,Single Parent,No,3.48,High,4,105,3,Yes,66,10,47,92,15.6,14,7,Visual,5,9,3,Medium,0
S4612,20,Female,Low,Postgraduate,Single Parent,No,2.96,High,5,65,6,No,90,4,94,48,8.2,14,7,Visual,5,3,4,High,0
S4613,23,Female,Low,Graduate,Nuclear,No,4.0,High,3,71,4,Yes,42,4,81,58,12.7,25,10,Visual,1,8,2,Low,0
S4614,18,Other,Low,Graduate,Single Parent,No,3.75,High,0,55,7,Yes,82,9,62,72,17.6,26,2,Visual,1,9,3,High,0
S4615,22,Female,Medium,Graduate,Guardian,No,3.34,High,0,47,5,No,97,8,45,33,10.0,19,1,Visual,3,3,5,Medium,0
S4616,17,Male,Medium,Postgraduate,Nuclear,No,3.79,Medium,1,38,5,Yes,54,4,63,82,9.6,17,2,Visual,1,3,2,Low,1
S4617,19,Male,Low,Primary,Nuclear,No,2.63,Medium,1,51,3,Yes,47,4,74,84,1.9,8,2,Visual,4,8,3,High,1
S4618,24,Female,Low,Secondary,Single Parent,No,2.84,Low,4,82,6,Yes,76,10,54,27,15.5,19,5,Auditory,3,9,0,Medium,0
S4619,21,Female,Low,Graduate,Single Parent,No,3.73,Medium,2,36,6,No,97,0,47,64,13.7,20,4,Kinesthetic,4,6,4,Low,0
S4620,22,Female,Low,Secondary,Joint,No,3.99,Medium,2,87,6,Yes,91,0,90,89,10.9,4,4,Auditory,4,10,3,High,0
S4621,22,Female,Low,Primary,Nuclear,Yes,1.72,Medium,3,88,3,No,59,8,78,73,11.5,23,7,Auditory,3,7,4,Medium,1
S4622,18,Female,Low,Secondary,Nuclear,Yes,2.98,Medium,5,96,6,Yes,82,7,54,71,11.1,14,6,Visual,1,8,3,High,0
S4623,18,Male,High,Secondary,Single Parent,No,3.31,Medium,2,119,7,No,54,5,76,50,6.8,8,8,Visual,4,6,0,Low,0
S4624,23,Female,Low,Graduate,Single Parent,No,2.77,Low,2,119,6,No,41,4,86,56,17.1,21,1,Auditory,2,2,3,Medium,1
S4625,23,Female,Medium,Primary,Nuclear,No,3.38,Medium,1,51,5,No,84,5,40,68,12.1,24,3,Auditory,4,5,1,Low,0
S4626,21,Female,Low,Secondary,Joint,No,1.86,Low,1,104,3,Yes,72,1,88,28,7.1,23,1,Auditory,2,10,2,Low,1
S4627,17,Female,Medium,Graduate,Joint,No,2.13,High,1,80,4,No,86,10,62,85,1.7,6,9,Auditory,2,10,1,Medium,0
S4628,22,Female,Medium,Graduate,Joint,Yes,2.63,Medium,4,56,3,No,97,10,39,35,1.2,7,2,Mixed,4,7,5,Low,0
S4629,21,Female,High,Graduate,Nuclear,No,2.97,High,5,28,3,No,81,5,89,23,13.9,14,6,Auditory,4,7,0,Medium,0
S4630,19,Female,Low,None,Joint,No,1.72,Medium,5,86,4,No,84,5,98,22,15.5,29,8,Kinesthetic,3,2,1,Medium,0
S4631,25,Female,Low,Secondary,Joint,No,3.7,High,5,51,6,No,45,10,33,37,7.5,2,3,Auditory,4,9,4,Low,1
S4632,18,Male,Low,Graduate,Joint,No,2.71,Medium,5,32,7,No,51,2,79,54,3.6,17,3,Kinesthetic,5,7,3,Medium,1
S4633,25,Male,Low,Graduate,Nuclear,Yes,3.64,High,3,94,7,No,90,3,53,25,3.5,12,3,Visual,5,0,2,Medium,0
S4634,18,Male,Medium,Primary,Joint,No,1.71,Medium,2,54,3,No,80,9,76,48,12.7,5,8,Mixed,5,8,3,Medium,0
S4635,24,Male,Medium,Secondary,Nuclear,No,2.18,Low,2,34,6,Yes,95,4,72,88,7.4,8,1,Auditory,4,10,1,Medium,0
S4636,18,Female,Medium,Secondary,Nuclear,No,3.17,Medium,4,40,4,No,88,4,56,73,17.0,10,9,Mixed,1,7,1,High,0
S4637,22,Other,Low,None,Joint,Yes,2.6,Low,1,50,7,No,72,8,60,24,17.9,8,3,Mixed,4,0,1,High,0
S4638,18,Male,Medium,Postgraduate,Nuclear,No,1.91,Medium,3,38,7,Yes,60,5,63,22,9.5,5,9,Visual,2,0,4,Medium,0
S4639,23,Male,Medium,Postgraduate,Nuclear,No,1.53,Low,5,29,4,No,45,6,37,60,17.5,5,4,Auditory,4,3,2,Medium,1
S4640,21,Female,Medium,Secondary,Nuclear,Yes,2.29,High,5,89,4,No,52,3,56,97,9.6,1,4,Auditory,4,0,5,Low,0
S4641,17,Female,Medium,Primary,Single Parent,No,3.3,Medium,5,67,5,No,82,8,65,96,2.4,18,2,Auditory,5,0,0,Medium,0
S4642,25,Male,High,Graduate,Nuclear,No,3.57,Medium,2,49,4,Yes,68,0,78,20,11.0,11,9,Auditory,4,1,0,Medium,0
S4643,19,Male,Low,None,Single Parent,No,3.56,Medium,4,75,3,No,73,6,71,37,11.2,20,6,Kinesthetic,3,7,2,Low,0
S4644,22,Male,Low,Secondary,Nuclear,Yes,2.93,Low,2,21,4,No,40,5,70,22,2.6,20,2,Mixed,3,5,4,Medium,1
S4645,18,Female,Medium,Secondary,Nuclear,No,3.37,High,1,99,5,Yes,82,4,75,51,3.8,10,5,Mixed,1,4,0,Low,0
S4646,19,Female,Medium,Primary,Joint,Yes,1.59,Medium,0,59,3,No,51,7,54,37,6.2,13,5,Mixed,2,1,2,Medium,1
S4647,19,Female,Medium,Graduate,Single Parent,No,1.51,Medium,2,54,7,No,78,7,84,49,4.6,24,10,Mixed,1,0,0,High,1
S4648,19,Female,Low,Secondary,Nuclear,No,2.25,Low,5,103,7,No,50,6,54,96,4.1,12,1,Visual,1,8,4,Medium,1
S4649,17,Male,Low,Postgraduate,Nuclear,Yes,2.68,Low,4,36,5,No,83,9,84,92,3.2,7,8,Kinesthetic,3,8,2,High,0
S4650,19,Other,Medium,Secondary,Nuclear,No,2.97,Medium,0,66,3,No,86,1,44,28,3.6,7,3,Visual,3,6,2,Low,0
S4651,24,Female,High,Secondary,Nuclear,Yes,3.8,High,4,29,5,No,74,0,41,33,12.8,29,8,Mixed,4,0,0,Medium,0
S4652,19,Male,Medium,Postgraduate,Joint,Yes,3.59,Low,1,107,4,No,91,9,62,61,4.5,29,2,Mixed,4,6,3,Medium,0
S4653,17,Male,Medium,Postgraduate,Joint,No,1.87,Medium,5,37,6,Yes,41,9,83,25,12.2,18,7,Auditory,5,0,1,Medium,1
S4654,25,Male,Medium,Primary,Nuclear,No,3.38,Medium,2,48,5,No,73,0,68,55,3.8,5,8,Visual,5,3,5,Low,0
S4655,24,Female,Medium,Secondary,Single Parent,No,3.99,Low,3,92,4,No,58,8,100,38,2.2,26,9,Kinesthetic,3,10,4,Medium,0
S4656,22,Female,High,Primary,Nuclear,Yes,2.13,Medium,0,21,6,No,78,0,54,27,18.5,19,1,Visual,5,1,0,Medium,0
S4657,20,Female,High,Graduate,Nuclear,No,1.88,Medium,2,103,3,No,41,9,92,77,7.5,3,2,Kinesthetic,3,5,5,High,1
S4658,23,Female,Medium,Secondary,Nuclear,No,3.67,Medium,1,92,3,No,65,4,78,76,14.1,9,9,Visual,1,10,5,Medium,0
S4659,21,Female,Medium,None,Single Parent,Yes,3.73,Low,2,38,7,Yes,75,5,53,63,5.5,6,9,Auditory,2,5,4,Medium,0
S4660,25,Male,Medium,Postgraduate,Joint,No,3.33,Medium,0,27,5,No,94,7,68,69,5.2,11,9,Kinesthetic,2,8,4,Medium,0
S4661,21,Male,Low,Primary,Nuclear,Yes,2.27,Low,5,64,4,No,81,2,51,50,2.8,18,3,Auditory,5,4,2,Medium,0
S4662,22,Female,Medium,None,Joint,No,3.12,High,3,105,4,No,59,1,41,71,5.5,21,2,Mixed,2,6,2,Medium,1
S4663,24,Male,Medium,Secondary,Joint,No,2.86,High,4,27,7,Yes,84,4,76,74,14.2,22,7,Mixed,2,0,2,Low,0
S4664,21,Female,Medium,Primary,Nuclear,Yes,1.71,Medium,2,41,4,Yes,54,9,48,80,6.0,21,3,Mixed,3,5,0,Medium,1
S4665,17,Female,Medium,Secondary,Nuclear,No,2.89,High,1,67,3,No,70,1,77,54,6.0,4,8,Mixed,1,0,1,Low,0
S4666,21,Male,Low,Secondary,Guardian,Yes,2.31,High,2,88,3,No,72,10,39,56,6.6,25,5,Visual,3,5,1,Medium,0
S4667,20,Female,High,Secondary,Guardian,No,1.75,Low,2,113,6,No,92,5,100,69,12.9,18,6,Auditory,1,1,2,High,1
S4668,19,Male,Low,Graduate,Nuclear,No,1.62,Medium,1,119,4,No,70,10,60,71,12.8,11,9,Mixed,2,5,2,Medium,0
S4669,18,Male,Low,Graduate,Joint,No,2.97,Medium,0,93,3,No,43,4,36,93,7.0,4,9,Mixed,3,9,1,Medium,0
S4670,24,Male,Low,Primary,Single Parent,Yes,2.79,Low,4,97,4,Yes,76,4,50,54,16.5,20,6,Auditory,2,1,1,High,0
S4671,18,Male,Medium,Graduate,Nuclear,Yes,3.7,Medium,4,38,3,No,94,8,30,20,1.3,14,5,Kinesthetic,3,8,0,Low,0
S4672,17,Female,Medium,Graduate,Nuclear,Yes,2.45,Medium,2,93,4,No,91,5,92,21,10.0,27,3,Visual,2,2,5,High,0
S4673,17,Male,Medium,Postgraduate,Joint,Yes,2.47,High,4,63,6,No,87,8,36,54,19.6,26,8,Visual,2,1,0,Low,0
S4674,22,Male,Low,Secondary,Joint,No,3.88,Medium,5,103,4,No,92,3,64,40,9.4,19,4,Auditory,3,2,1,Medium,0
S4675,20,Male,Low,Primary,Nuclear,No,2.75,Low,3,28,4,No,95,3,60,44,9.6,19,5,Auditory,2,4,3,High,0
S4676,21,Female,Low,Graduate,Nuclear,No,3.48,High,3,77,6,Yes,82,5,98,46,16.9,20,3,Auditory,5,0,4,Medium,0
S4677,19,Male,Medium,Secondary,Nuclear,No,2.17,High,1,88,7,No,66,8,58,64,7.2,3,10,Mixed,3,1,3,High,0
S4678,23,Female,Low,Secondary,Nuclear,No,2.92,Low,1,68,7,No,83,2,42,47,19.4,9,9,Mixed,1,2,1,Low,0
S4679,23,Male,Medium,None,Nuclear,No,2.22,Low,3,43,5,Yes,43,6,52,52,11.2,7,9,Auditory,2,2,5,Low,0
S4680,25,Female,Low,Postgraduate,Single Parent,No,1.79,High,2,77,4,Yes,44,4,33,95,3.2,21,6,Visual,4,8,3,Low,1
S4681,21,Male,High,Graduate,Nuclear,Yes,3.64,Medium,0,114,5,Yes,42,8,58,93,19.4,21,7,Visual,3,3,5,Low,0
S4682,23,Male,Low,Secondary,Nuclear,Yes,1.99,Medium,1,98,6,Yes,88,5,35,34,15.1,12,3,Mixed,5,5,2,Low,1
S4683,19,Male,Medium,Primary,Nuclear,Yes,2.38,Low,2,111,4,No,48,10,38,28,14.9,4,3,Visual,5,9,3,Low,1
S4684,23,Female,Low,Graduate,Nuclear,No,3.92,Medium,3,77,5,No,78,10,37,40,17.4,5,2,Mixed,3,7,3,Medium,0
S4685,17,Male,Low,Secondary,Nuclear,Yes,3.4,Low,3,85,3,No,51,2,89,89,12.1,19,2,Kinesthetic,1,1,0,Medium,1
S4686,20,Male,Low,Postgraduate,Nuclear,No,3.01,Low,0,64,3,Yes,40,10,92,82,2.4,15,6,Kinesthetic,3,3,1,High,1
S4687,18,Female,Low,Primary,Nuclear,No,3.88,High,1,53,3,No,50,1,67,89,4.2,21,9,Auditory,3,9,1,Low,0
S4688,22,Male,Low,Secondary,Guardian,No,3.13,Low,3,35,5,Yes,74,7,36,42,16.0,15,8,Kinesthetic,5,8,4,Medium,0
S4689,17,Male,Medium,Secondary,Nuclear,No,3.03,Medium,1,82,5,No,66,6,84,31,9.6,23,2,Visual,3,1,5,Low,0
S4690,23,Male,Medium,Secondary,Joint,No,2.26,Low,2,82,4,No,77,8,59,26,14.3,17,4,Kinesthetic,2,0,2,Medium,0
S4691,19,Female,Medium,Primary,Nuclear,Yes,3.35,Medium,4,91,5,No,78,3,90,53,6.7,12,7,Mixed,4,8,4,Low,0
